unit_id,facility_id,blood_group,component,quantity_ml,collection_date,expiry_date,days_remaining,status,is_near_expiry
UNIT02594,FAC029,B+,Plasma,249,2026-05-29,2027-05-29,301,Available,False
UNIT02595,FAC029,B+,Platelets,54,2026-07-30,2026-08-04,3,Reserved,False
UNIT02596,FAC029,B+,Plasma,206,2025-11-08,2026-11-08,99,Available,False
UNIT02597,FAC029,O+,Platelets,55,2026-07-28,2026-08-02,1,Available,True
UNIT02598,FAC029,B+,Whole Blood,366,2026-06-24,2026-07-29,-3,Expired,False
UNIT02599,FAC029,A+,Plasma,245,2025-10-10,2026-10-10,70,Available,True
UNIT02600,FAC029,B+,Platelets,51,2026-07-30,2026-08-04,3,Available,False
UNIT02601,FAC029,O+,RBC,282,2026-07-19,2026-08-23,22,Reserved,False
UNIT02602,FAC029,A+,RBC,297,2026-07-06,2026-08-10,9,Available,False
UNIT02603,FAC029,B+,RBC,253,2026-07-14,2026-08-18,17,Available,False
UNIT02604,FAC029,O+,Platelets,58,2026-07-30,2026-08-04,3,Available,False
UNIT02605,FAC029,A+,RBC,290,2026-07-26,2026-08-30,29,Available,False
UNIT02606,FAC029,O+,RBC,259,2026-07-03,2026-08-07,6,Available,True
UNIT02607,FAC029,AB+,Plasma,225,2025-09-25,2026-09-25,55,Available,True
UNIT02608,FAC029,B+,Plasma,208,2025-09-03,2026-09-03,33,Available,True
UNIT02609,FAC029,O+,Platelets,58,2026-08-01,2026-08-06,5,Available,False
UNIT02610,FAC029,O+,RBC,254,2026-06-28,2026-08-02,1,Available,True
UNIT02611,FAC029,A+,Plasma,210,2026-05-23,2027-05-23,295,Available,False
UNIT02612,FAC029,O+,RBC,276,2026-07-19,2026-08-23,22,Available,False
UNIT02613,FAC029,B+,RBC,264,2026-07-23,2026-08-27,26,Available,False
UNIT02614,FAC029,O+,Platelets,59,2026-07-31,2026-08-05,4,Available,False
UNIT02615,FAC029,O+,RBC,267,2026-07-24,2026-08-28,27,Available,False
UNIT02616,FAC029,O+,Whole Blood,417,2026-07-12,2026-08-16,15,Available,False
UNIT02617,FAC029,A+,Plasma,207,2026-05-01,2027-05-01,273,Available,False
UNIT02618,FAC029,AB+,Plasma,248,2026-05-20,2027-05-20,292,Reserved,False
UNIT02619,FAC029,O+,Platelets,50,2026-07-28,2026-08-02,1,Reserved,False
UNIT02620,FAC029,B+,Platelets,59,2026-07-31,2026-08-05,4,Available,False
UNIT02621,FAC029,A+,Plasma,206,2025-11-14,2026-11-14,105,Available,False
UNIT02622,FAC029,A+,Platelets,57,2026-07-31,2026-08-05,4,Available,False
UNIT02623,FAC029,O+,Plasma,249,2026-03-11,2027-03-11,222,Available,False
UNIT02624,FAC029,B+,Platelets,55,2026-07-27,2026-08-01,0,Available,True
UNIT02625,FAC029,B+,Platelets,51,2026-07-26,2026-07-31,-1,Expired,False
UNIT02626,FAC029,A+,Plasma,237,2026-04-28,2027-04-28,270,Available,False
UNIT02627,FAC029,B+,Platelets,57,2026-07-31,2026-08-05,4,Available,False
UNIT02628,FAC029,AB+,Plasma,242,2026-01-12,2027-01-12,164,Available,False
UNIT02629,FAC029,B+,Whole Blood,362,2026-07-13,2026-08-17,16,Available,False
UNIT02630,FAC029,AB+,Whole Blood,380,2026-06-24,2026-07-29,-3,Expired,False
UNIT02631,FAC029,B+,Plasma,202,2025-10-18,2026-10-18,78,Available,False
UNIT02632,FAC029,B+,Plasma,233,2025-09-28,2026-09-28,58,Available,True
UNIT02633,FAC029,A+,Plasma,249,2025-10-19,2026-10-19,79,Available,False
UNIT02634,FAC029,B+,Whole Blood,430,2026-07-24,2026-08-28,27,Available,False
UNIT02635,FAC029,O+,Whole Blood,353,2026-07-22,2026-08-26,25,Available,False
UNIT02636,FAC029,O+,Platelets,55,2026-07-30,2026-08-04,3,Available,False
UNIT02637,FAC029,O+,RBC,270,2026-07-22,2026-08-26,25,Available,False
UNIT02638,FAC029,B+,Platelets,58,2026-07-28,2026-08-02,1,Available,True
UNIT02639,FAC029,O+,Platelets,52,2026-07-29,2026-08-03,2,Available,False
UNIT02640,FAC029,O+,Whole Blood,444,2026-07-21,2026-08-25,24,Available,False
UNIT02641,FAC029,O+,RBC,296,2026-07-21,2026-08-25,24,Available,False
UNIT02642,FAC029,A+,Plasma,211,2026-04-10,2027-04-10,252,Available,False
UNIT02643,FAC029,O+,RBC,272,2026-07-22,2026-08-26,25,Available,False
UNIT02644,FAC029,B+,Plasma,210,2025-09-01,2026-09-01,31,Available,True
UNIT02645,FAC029,B+,Whole Blood,414,2026-07-24,2026-08-28,27,Available,False
UNIT02646,FAC029,O+,Platelets,56,2026-07-28,2026-08-02,1,Available,True
UNIT02647,FAC029,O+,Whole Blood,426,2026-07-24,2026-08-28,27,Available,False
UNIT02648,FAC029,O+,Plasma,221,2025-09-28,2026-09-28,58,Available,True
UNIT02649,FAC029,B-,Plasma,247,2026-05-25,2027-05-25,297,Available,False
UNIT02650,FAC029,O+,Platelets,55,2026-07-29,2026-08-03,2,Reserved,False
UNIT02651,FAC029,O-,Plasma,209,2025-10-12,2026-10-12,72,Available,True
UNIT02652,FAC029,O+,Platelets,53,2026-08-01,2026-08-06,5,Available,False
UNIT02653,FAC029,B+,RBC,259,2026-07-18,2026-08-22,21,Available,False
UNIT02654,FAC029,A+,RBC,289,2026-06-24,2026-07-29,-3,Expired,False
UNIT02655,FAC029,B+,Plasma,236,2026-03-13,2027-03-13,224,Available,False
UNIT02656,FAC029,A+,RBC,290,2026-07-03,2026-08-07,6,Available,True
UNIT02657,FAC029,AB+,Plasma,223,2025-11-19,2026-11-19,110,Available,False
UNIT02658,FAC029,O+,Platelets,53,2026-07-30,2026-08-04,3,Available,False
UNIT02659,FAC030,B+,RBC,294,2026-07-21,2026-08-25,24,Available,False
UNIT02660,FAC030,B+,RBC,282,2026-07-26,2026-08-30,29,Reserved,False
UNIT02661,FAC030,O+,Platelets,53,2026-07-31,2026-08-05,4,Available,False
UNIT02662,FAC030,O+,RBC,253,2026-07-17,2026-08-21,20,Available,False
UNIT02663,FAC030,B+,Plasma,210,2026-02-17,2027-02-17,200,Available,False
UNIT02664,FAC030,A+,Plasma,222,2026-01-28,2027-01-28,180,Available,False
UNIT02665,FAC030,B+,RBC,296,2026-07-27,2026-08-31,30,Available,False
UNIT02666,FAC030,B+,Platelets,59,2026-07-27,2026-08-01,0,Available,True
UNIT02667,FAC030,B+,RBC,263,2026-06-21,2026-07-26,-6,Expired,False
UNIT02668,FAC030,O+,Platelets,55,2026-07-30,2026-08-04,3,Available,False
UNIT02669,FAC030,A-,Plasma,243,2026-05-22,2027-05-22,294,Available,False
UNIT02670,FAC030,AB+,Whole Blood,356,2026-06-24,2026-07-29,-3,Expired,False
UNIT02671,FAC030,O+,Platelets,51,2026-07-29,2026-08-03,2,Available,False
UNIT02672,FAC030,AB-,Plasma,215,2025-11-26,2026-11-26,117,Available,False
UNIT02673,FAC030,O+,RBC,281,2026-07-03,2026-08-07,6,Available,True
UNIT02674,FAC030,O+,Platelets,59,2026-07-31,2026-08-05,4,Reserved,False
UNIT02675,FAC030,O+,Plasma,230,2025-10-23,2026-10-23,83,Available,False
UNIT02676,FAC030,A+,Platelets,52,2026-07-31,2026-08-05,4,Available,False
UNIT02677,FAC030,O+,Platelets,56,2026-07-30,2026-08-04,3,Available,False
UNIT02678,FAC030,A+,Platelets,60,2026-07-26,2026-07-31,-1,Expired,False
UNIT02679,FAC030,A+,Plasma,201,2025-11-17,2026-11-17,108,Available,False
UNIT02680,FAC030,O+,Whole Blood,357,2026-06-22,2026-07-27,-5,Expired,False
UNIT02681,FAC030,O+,Whole Blood,417,2026-07-25,2026-08-29,28,Reserved,False
UNIT02682,FAC030,A+,Platelets,59,2026-07-30,2026-08-04,3,Available,False
UNIT02683,FAC030,AB+,Whole Blood,374,2026-06-25,2026-07-30,-2,Expired,False
UNIT02684,FAC030,O+,Plasma,222,2026-05-13,2027-05-13,285,Available,False
UNIT02685,FAC030,A+,RBC,278,2026-07-13,2026-08-17,16,Available,False
UNIT02686,FAC030,O+,RBC,278,2026-07-16,2026-08-20,19,Available,False
UNIT02687,FAC030,A+,Whole Blood,365,2026-06-27,2026-08-01,0,Reserved,False
UNIT02688,FAC030,O+,Platelets,60,2026-07-27,2026-08-01,0,Available,True
UNIT02689,FAC030,A+,RBC,288,2026-06-30,2026-08-04,3,Available,True
UNIT02690,FAC030,A+,Platelets,58,2026-07-27,2026-08-01,0,Reserved,False
UNIT02691,FAC030,O+,Plasma,242,2025-07-26,2026-07-26,-6,Expired,False
UNIT02692,FAC030,AB+,Platelets,57,2026-07-31,2026-08-05,4,Available,False
UNIT02693,FAC030,A+,Plasma,230,2026-06-24,2027-06-24,327,Available,False
UNIT02694,FAC030,O+,Whole Blood,433,2026-07-03,2026-08-07,6,Available,True
UNIT02695,FAC030,B+,Plasma,218,2025-11-15,2026-11-15,106,Available,False
UNIT02696,FAC030,B+,Plasma,240,2025-11-12,2026-11-12,103,Available,False
UNIT02697,FAC030,B+,Plasma,231,2026-03-24,2027-03-24,235,Available,False
UNIT02698,FAC030,A+,Plasma,250,2026-01-11,2027-01-11,163,Available,False
UNIT02699,FAC030,O+,Whole Blood,361,2026-07-15,2026-08-19,18,Available,False
UNIT02700,FAC030,B+,RBC,284,2026-07-12,2026-08-16,15,Available,False
UNIT02701,FAC030,A+,Platelets,58,2026-07-30,2026-08-04,3,Available,False
UNIT02702,FAC030,A+,Plasma,211,2025-11-23,2026-11-23,114,Available,False
UNIT02703,FAC030,B+,Whole Blood,373,2026-06-29,2026-08-03,2,Available,True
UNIT02704,FAC030,O+,Platelets,53,2026-07-31,2026-08-05,4,Available,False
UNIT02705,FAC030,AB+,Whole Blood,438,2026-07-28,2026-09-01,31,Available,False
UNIT02706,FAC030,A+,Platelets,55,2026-08-01,2026-08-06,5,Available,False
UNIT02707,FAC030,O-,Plasma,225,2025-10-12,2026-10-12,72,Available,True
UNIT02708,FAC030,A+,RBC,266,2026-07-13,2026-08-17,16,Available,False
UNIT02709,FAC030,O+,Plasma,240,2025-12-16,2026-12-16,137,Available,False
UNIT02710,FAC030,B+,Platelets,56,2026-07-30,2026-08-04,3,Available,False
UNIT02711,FAC030,B+,RBC,288,2026-07-04,2026-08-08,7,Available,True
UNIT02712,FAC030,A+,Plasma,208,2026-06-24,2027-06-24,327,Available,False
UNIT02713,FAC030,O+,RBC,260,2026-07-27,2026-08-31,30,Available,False
UNIT02714,FAC030,O+,Plasma,210,2026-06-14,2027-06-14,317,Available,False
UNIT02715,FAC030,O+,Platelets,56,2026-07-27,2026-08-01,0,Available,True
UNIT02716,FAC030,B+,Platelets,51,2026-07-31,2026-08-05,4,Available,False
UNIT02717,FAC030,O+,Plasma,205,2025-10-14,2026-10-14,74,Reserved,False
UNIT02718,FAC030,AB+,Plasma,202,2026-05-09,2027-05-09,281,Available,False
UNIT02719,FAC030,B+,Whole Blood,399,2026-07-26,2026-08-30,29,Available,False
UNIT02720,FAC030,A+,Whole Blood,406,2026-07-23,2026-08-27,26,Available,False
UNIT02721,FAC030,O+,Plasma,232,2026-01-16,2027-01-16,168,Available,False
UNIT02722,FAC030,O+,RBC,252,2026-07-07,2026-08-11,10,Available,False
UNIT02723,FAC030,AB+,RBC,261,2026-07-20,2026-08-24,23,Reserved,False
UNIT02724,FAC030,B+,RBC,274,2026-06-30,2026-08-04,3,Available,True
UNIT02725,FAC030,A+,Platelets,60,2026-07-30,2026-08-04,3,Available,False
UNIT02726,FAC030,A+,Plasma,215,2026-07-02,2027-07-02,335,Available,False
UNIT02727,FAC030,AB+,Platelets,55,2026-07-29,2026-08-03,2,Available,False
UNIT02728,FAC030,A+,Whole Blood,429,2026-07-19,2026-08-23,22,Available,False
UNIT02729,FAC030,O+,Platelets,51,2026-07-30,2026-08-04,3,Available,False
UNIT02730,FAC030,O+,Whole Blood,399,2026-07-19,2026-08-23,22,Available,False
UNIT02731,FAC030,O+,Whole Blood,354,2026-07-02,2026-08-06,5,Available,True
UNIT02732,FAC030,AB+,Whole Blood,410,2026-07-29,2026-09-02,32,Available,False
UNIT02733,FAC030,O+,Plasma,228,2026-04-18,2027-04-18,260,Available,False
UNIT02734,FAC030,O+,RBC,272,2026-07-10,2026-08-14,13,Available,False
UNIT02735,FAC030,O+,Plasma,229,2026-02-23,2027-02-23,206,Reserved,False
UNIT02736,FAC030,B-,Platelets,52,2026-07-31,2026-08-05,4,Available,False
UNIT02737,FAC030,O+,Plasma,210,2025-04-26,2026-04-26,-97,Expired,False
UNIT02738,FAC030,B+,Whole Blood,355,2026-07-18,2026-08-22,21,Available,False
UNIT02739,FAC030,B+,RBC,258,2026-06-21,2026-07-26,-6,Expired,False
UNIT02740,FAC030,O+,Platelets,56,2026-07-31,2026-08-05,4,Available,False
UNIT02741,FAC030,B+,Plasma,223,2026-03-05,2027-03-05,216,Available,False
UNIT02742,FAC030,B+,Plasma,215,2026-05-25,2027-05-25,297,Available,False
UNIT02743,FAC030,A+,RBC,296,2026-07-14,2026-08-18,17,Reserved,False
UNIT02744,FAC030,O+,Platelets,56,2026-07-27,2026-08-01,0,Available,True
UNIT02745,FAC030,B+,Platelets,51,2026-07-31,2026-08-05,4,Available,False
UNIT02746,FAC030,AB+,Plasma,249,2026-04-14,2027-04-14,256,Available,False
UNIT02747,FAC030,O+,Plasma,235,2026-06-20,2027-06-20,323,Available,False
UNIT02748,FAC030,O+,Plasma,228,2025-08-01,2026-08-01,0,Available,True
UNIT02749,FAC030,A+,RBC,267,2026-07-19,2026-08-23,22,Available,False
UNIT02750,FAC030,O-,RBC,262,2026-07-12,2026-08-16,15,Available,False
UNIT02751,FAC030,A+,Platelets,52,2026-07-30,2026-08-04,3,Available,False
UNIT02752,FAC030,O+,Plasma,239,2026-04-09,2027-04-09,251,Reserved,False
UNIT02753,FAC030,B-,Whole Blood,360,2026-07-10,2026-08-14,13,Available,False
UNIT02754,FAC030,A+,Whole Blood,395,2026-07-21,2026-08-25,24,Available,False
UNIT02755,FAC030,A+,RBC,269,2026-06-25,2026-07-30,-2,Expired,False
UNIT02756,FAC030,O+,Platelets,57,2026-07-29,2026-08-03,2,Available,False
UNIT02757,FAC030,B+,RBC,285,2026-07-22,2026-08-26,25,Available,False
UNIT02758,FAC030,A+,RBC,289,2026-07-25,2026-08-29,28,Available,False
UNIT02759,FAC030,B+,Plasma,215,2025-12-09,2026-12-09,130,Available,False
UNIT02760,FAC030,O+,RBC,252,2026-06-29,2026-08-03,2,Available,True
UNIT02761,FAC030,A+,Plasma,249,2026-02-24,2027-02-24,207,Available,False
UNIT02762,FAC030,A+,Platelets,52,2026-07-27,2026-08-01,0,Available,True
UNIT02763,FAC030,B+,Whole Blood,435,2026-06-24,2026-07-29,-3,Expired,False
UNIT02764,FAC030,AB+,Platelets,55,2026-07-26,2026-07-31,-1,Expired,False
UNIT02765,FAC030,A+,RBC,259,2026-07-12,2026-08-16,15,Available,False
UNIT02766,FAC030,A+,RBC,270,2026-06-25,2026-07-30,-2,Expired,False
UNIT02767,FAC030,B+,Whole Blood,413,2026-07-20,2026-08-24,23,Reserved,False
UNIT02768,FAC030,A+,Plasma,223,2025-05-23,2026-05-23,-70,Expired,False
UNIT02769,FAC030,O+,RBC,251,2026-07-16,2026-08-20,19,Reserved,False
UNIT02770,FAC030,B+,RBC,269,2026-07-28,2026-09-01,31,Available,False
UNIT02771,FAC030,B+,Plasma,248,2026-04-04,2027-04-04,246,Available,False
UNIT02772,FAC030,O+,Whole Blood,429,2026-07-21,2026-08-25,24,Available,False
UNIT02773,FAC030,A+,Whole Blood,410,2026-07-21,2026-08-25,24,Available,False
UNIT02774,FAC030,B+,Whole Blood,398,2026-07-10,2026-08-14,13,Available,False
UNIT02775,FAC030,B+,Plasma,222,2026-03-16,2027-03-16,227,Available,False
UNIT02776,FAC030,O+,RBC,278,2026-07-16,2026-08-20,19,Available,False
UNIT02777,FAC030,O+,Whole Blood,415,2026-07-05,2026-08-09,8,Reserved,False
UNIT02778,FAC030,O+,Whole Blood,363,2026-07-05,2026-08-09,8,Available,False
UNIT02779,FAC030,B+,RBC,265,2026-07-20,2026-08-24,23,Available,False
UNIT02780,FAC030,O+,Whole Blood,393,2026-07-30,2026-09-03,33,Available,False
UNIT02781,FAC030,O+,Whole Blood,408,2026-07-25,2026-08-29,28,Available,False
UNIT02782,FAC030,O+,Platelets,51,2026-07-28,2026-08-02,1,Available,True
UNIT02783,FAC030,A+,RBC,255,2026-07-24,2026-08-28,27,Available,False
UNIT02784,FAC030,A+,Whole Blood,379,2026-07-31,2026-09-04,34,Available,False
UNIT02785,FAC030,A+,Whole Blood,374,2026-07-19,2026-08-23,22,Available,False
UNIT02786,FAC030,B+,RBC,295,2026-07-09,2026-08-13,12,Available,False
UNIT02787,FAC030,A+,Platelets,50,2026-07-29,2026-08-03,2,Available,False
UNIT02788,FAC030,B+,Whole Blood,383,2026-07-27,2026-08-31,30,Reserved,False
UNIT02789,FAC030,A+,RBC,254,2026-07-09,2026-08-13,12,Available,False
UNIT02790,FAC030,A+,Platelets,56,2026-07-28,2026-08-02,1,Available,True
UNIT02791,FAC030,O+,Platelets,54,2026-07-29,2026-08-03,2,Available,False
UNIT02792,FAC030,A-,Platelets,58,2026-07-28,2026-08-02,1,Available,True
UNIT02793,FAC030,A+,Platelets,50,2026-07-31,2026-08-05,4,Available,False
UNIT02794,FAC030,A+,Platelets,56,2026-07-27,2026-08-01,0,Available,True
UNIT02795,FAC030,A+,Plasma,205,2026-07-12,2027-07-12,345,Available,False
UNIT02796,FAC030,B+,Platelets,51,2026-07-29,2026-08-03,2,Available,False
UNIT02797,FAC030,AB+,Platelets,57,2026-07-30,2026-08-04,3,Available,False
UNIT02798,FAC030,B+,Platelets,53,2026-07-28,2026-08-02,1,Available,True
UNIT02799,FAC030,A-,RBC,279,2026-07-28,2026-09-01,31,Available,False
UNIT02800,FAC030,O+,Platelets,56,2026-07-27,2026-08-01,0,Available,True
UNIT02801,FAC030,B+,Plasma,248,2026-03-03,2027-03-03,214,Available,False
UNIT02802,FAC030,B+,Whole Blood,398,2026-07-01,2026-08-05,4,Available,True
UNIT02803,FAC030,O-,RBC,300,2026-07-19,2026-08-23,22,Available,False
UNIT02804,FAC031,B+,Whole Blood,420,2026-07-21,2026-08-25,24,Reserved,False
UNIT02805,FAC031,B+,Whole Blood,405,2026-07-16,2026-08-20,19,Available,False
UNIT02806,FAC031,B+,Whole Blood,395,2026-07-16,2026-08-20,19,Available,False
UNIT02807,FAC031,O+,Whole Blood,440,2026-06-26,2026-07-31,-1,Expired,False
UNIT02808,FAC031,B+,RBC,281,2026-07-25,2026-08-29,28,Available,False
UNIT02809,FAC031,O+,RBC,290,2026-07-16,2026-08-20,19,Reserved,False
UNIT02810,FAC031,A+,Platelets,59,2026-07-30,2026-08-04,3,Available,False
UNIT02811,FAC031,A+,Whole Blood,397,2026-07-15,2026-08-19,18,Available,False
UNIT02812,FAC031,O+,Whole Blood,358,2026-07-20,2026-08-24,23,Reserved,False
UNIT02813,FAC031,A+,RBC,270,2026-07-18,2026-08-22,21,Available,False
UNIT02814,FAC031,O+,RBC,280,2026-07-12,2026-08-16,15,Reserved,False
UNIT02815,FAC031,O+,Platelets,53,2026-07-30,2026-08-04,3,Available,False
UNIT02816,FAC031,O+,RBC,264,2026-07-06,2026-08-10,9,Available,False
UNIT02817,FAC031,O+,Platelets,57,2026-07-31,2026-08-05,4,Available,False
UNIT02818,FAC031,AB+,Whole Blood,399,2026-07-21,2026-08-25,24,Reserved,False
UNIT02819,FAC031,O+,Platelets,57,2026-07-30,2026-08-04,3,Available,False
UNIT02820,FAC031,AB+,Platelets,53,2026-07-31,2026-08-05,4,Available,False
UNIT02821,FAC031,O+,RBC,299,2026-07-09,2026-08-13,12,Available,False
UNIT02822,FAC031,A+,Whole Blood,395,2026-07-23,2026-08-27,26,Available,False
UNIT02823,FAC031,O+,RBC,270,2026-07-14,2026-08-18,17,Available,False
UNIT02824,FAC031,B+,RBC,291,2026-07-13,2026-08-17,16,Available,False
UNIT02825,FAC031,A+,Platelets,50,2026-07-29,2026-08-03,2,Available,False
UNIT02826,FAC031,O+,Whole Blood,381,2026-07-15,2026-08-19,18,Available,False
UNIT02827,FAC031,O+,RBC,269,2026-07-09,2026-08-13,12,Available,False
UNIT02828,FAC031,B+,Whole Blood,432,2026-07-22,2026-08-26,25,Available,False
UNIT02829,FAC031,O+,Whole Blood,368,2026-07-20,2026-08-24,23,Available,False
UNIT02830,FAC031,B+,RBC,298,2026-07-14,2026-08-18,17,Available,False
UNIT02831,FAC031,B+,RBC,288,2026-07-17,2026-08-21,20,Available,False
UNIT02832,FAC031,B+,Whole Blood,352,2026-07-13,2026-08-17,16,Available,False
UNIT02833,FAC031,A+,RBC,270,2026-07-14,2026-08-18,17,Available,False
UNIT02834,FAC031,O+,RBC,291,2026-07-15,2026-08-19,18,Available,False
UNIT02835,FAC031,B+,Whole Blood,354,2026-07-21,2026-08-25,24,Available,False
UNIT02836,FAC031,O+,RBC,282,2026-07-14,2026-08-18,17,Available,False
UNIT02837,FAC031,A+,Platelets,51,2026-07-29,2026-08-03,2,Available,False
UNIT02838,FAC031,A+,Whole Blood,380,2026-07-15,2026-08-19,18,Reserved,False
UNIT02839,FAC031,A+,RBC,271,2026-06-23,2026-07-28,-4,Expired,False
UNIT02840,FAC031,A+,RBC,284,2026-07-07,2026-08-11,10,Available,False
UNIT02841,FAC031,A+,RBC,259,2026-07-12,2026-08-16,15,Available,False
UNIT02842,FAC031,AB+,Whole Blood,364,2026-07-05,2026-08-09,8,Available,False
UNIT02843,FAC031,O+,RBC,293,2026-07-23,2026-08-27,26,Available,False
UNIT02844,FAC031,AB+,Whole Blood,411,2026-07-12,2026-08-16,15,Available,False
UNIT02845,FAC031,A+,Whole Blood,367,2026-07-07,2026-08-11,10,Reserved,False
UNIT02846,FAC031,B+,RBC,275,2026-07-19,2026-08-23,22,Available,False
UNIT02847,FAC031,A+,RBC,294,2026-07-16,2026-08-20,19,Available,False
UNIT02848,FAC031,B+,Whole Blood,376,2026-07-28,2026-09-01,31,Available,False
UNIT02849,FAC031,A-,RBC,287,2026-07-30,2026-09-03,33,Available,False
UNIT02850,FAC031,O+,Platelets,53,2026-07-27,2026-08-01,0,Available,True
UNIT02851,FAC031,A+,Whole Blood,386,2026-06-29,2026-08-03,2,Available,True
UNIT02852,FAC031,B+,RBC,262,2026-07-16,2026-08-20,19,Available,False
UNIT02853,FAC031,O+,RBC,266,2026-07-21,2026-08-25,24,Available,False
UNIT02854,FAC031,B+,Platelets,59,2026-07-31,2026-08-05,4,Available,False
UNIT02855,FAC031,O+,Platelets,52,2026-07-30,2026-08-04,3,Available,False
UNIT02856,FAC031,A+,RBC,263,2026-07-05,2026-08-09,8,Available,False
UNIT02857,FAC031,A+,Platelets,60,2026-07-29,2026-08-03,2,Available,False
UNIT02858,FAC031,A+,Platelets,50,2026-07-28,2026-08-02,1,Available,True
UNIT02859,FAC031,O+,Whole Blood,382,2026-07-14,2026-08-18,17,Reserved,False
UNIT02860,FAC031,A+,Whole Blood,373,2026-07-21,2026-08-25,24,Available,False
UNIT02861,FAC031,O+,Whole Blood,442,2026-07-16,2026-08-20,19,Available,False
UNIT02862,FAC031,B+,RBC,281,2026-07-13,2026-08-17,16,Available,False
UNIT02863,FAC031,B+,Platelets,53,2026-07-31,2026-08-05,4,Reserved,False
UNIT02864,FAC031,A+,Whole Blood,429,2026-07-01,2026-08-05,4,Available,True
UNIT02865,FAC031,A+,Whole Blood,350,2026-06-26,2026-07-31,-1,Expired,False
UNIT02866,FAC031,B+,RBC,256,2026-07-08,2026-08-12,11,Reserved,False
UNIT02867,FAC031,A+,Whole Blood,444,2026-07-11,2026-08-15,14,Reserved,False
UNIT02868,FAC031,O+,Whole Blood,388,2026-07-22,2026-08-26,25,Available,False
UNIT02869,FAC031,O+,Whole Blood,376,2026-07-21,2026-08-25,24,Available,False
UNIT02870,FAC031,A+,Platelets,50,2026-07-29,2026-08-03,2,Available,False
UNIT02871,FAC031,O+,RBC,296,2026-07-25,2026-08-29,28,Available,False
UNIT02872,FAC031,B+,Platelets,50,2026-07-29,2026-08-03,2,Available,False
UNIT02873,FAC031,O+,RBC,263,2026-07-28,2026-09-01,31,Available,False
UNIT02874,FAC031,A+,Platelets,56,2026-07-30,2026-08-04,3,Available,False
UNIT02875,FAC031,O+,RBC,252,2026-07-25,2026-08-29,28,Available,False
UNIT02876,FAC031,O+,RBC,262,2026-07-09,2026-08-13,12,Available,False
UNIT02877,FAC031,O+,Whole Blood,374,2026-07-10,2026-08-14,13,Reserved,False
UNIT02878,FAC031,B+,RBC,252,2026-07-05,2026-08-09,8,Reserved,False
UNIT02879,FAC032,AB+,RBC,273,2026-07-04,2026-08-08,7,Available,True
UNIT02880,FAC032,O+,RBC,270,2026-07-08,2026-08-12,11,Available,False
UNIT02881,FAC032,O+,RBC,273,2026-07-19,2026-08-23,22,Available,False
UNIT02882,FAC032,B+,RBC,293,2026-07-07,2026-08-11,10,Available,False
UNIT02883,FAC032,O+,RBC,277,2026-07-10,2026-08-14,13,Available,False
UNIT02884,FAC032,A+,RBC,272,2026-07-01,2026-08-05,4,Available,True
UNIT02885,FAC032,O+,RBC,260,2026-07-07,2026-08-11,10,Available,False
UNIT02886,FAC032,O+,RBC,290,2026-07-16,2026-08-20,19,Available,False
UNIT02887,FAC032,A+,RBC,260,2026-07-15,2026-08-19,18,Available,False
UNIT02888,FAC032,O+,Platelets,53,2026-07-31,2026-08-05,4,Available,False
UNIT02889,FAC032,O+,RBC,257,2026-07-27,2026-08-31,30,Available,False
UNIT02890,FAC032,O+,Platelets,50,2026-07-31,2026-08-05,4,Available,False
UNIT02891,FAC032,B+,Platelets,53,2026-07-29,2026-08-03,2,Available,False
UNIT02892,FAC032,O+,RBC,273,2026-07-16,2026-08-20,19,Available,False
UNIT02893,FAC032,B-,RBC,264,2026-07-15,2026-08-19,18,Available,False
UNIT02894,FAC032,AB+,Platelets,51,2026-07-30,2026-08-04,3,Available,False
